title,n_views,pricing,amenities,number,address,monday,tuesday,wednesday,thursday,friday,saturday,sunday
Les Fondus de la Raclette,57,€€ ,Takes ReservationsOffers DeliveryOffers TakeoutMany Vegetarian Options,01 40 21 61 68,107 avenue Parmentier 75011 Paris France,Mon12:00 PM - 2:30 PM6:30 PM - 10:30 PM,12:00 PM - 2:30 PM6:30 PM - 10:30 PM,12:00 PM - 2:30 PM6:30 PM - 10:30 PM,12:00 PM - 2:30 PM6:30 PM - 10:30 PM,12:00 PM - 2:30 PM6:30 PM - 11:00 PMClosed now,12:00 PM - 2:30 PM6:30 PM - 11:00 PM,12:00 PM - 2:30 PM6:30 PM - 10:30 PM
Juvéniles,60,€€ ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 42 97 46 49,47 rue de Richelieu 75001 Paris France,MonClosed,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PMClosed now,12:00 PM - 11:00 PM,Closed
Song Huong,51,Unclaimed ,No ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 45 85 01 76,129 avenue de Choisy 75013 Paris France,MonClosed,10:30 AM - 10:30 PM,10:30 AM - 10:30 PM,10:30 AM - 10:30 PM,10:30 AM - 10:30 PMClosed now,10:30 AM - 10:30 PM,10:30 AM - 10:30 PM
Song Huong,51,€€ ,No ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 45 85 01 76,129 avenue de Choisy 75013 Paris France,MonClosed,10:30 AM - 10:30 PM,10:30 AM - 10:30 PM,10:30 AM - 10:30 PM,10:30 AM - 10:30 PMClosed now,10:30 AM - 10:30 PM,10:30 AM - 10:30 PM
Chez Mademoiselle,105,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 72 14 16,16 rue Charlemagne 75004 Paris France,Mon8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)Open now,8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)
Chez Mademoiselle,105,€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 72 14 16,16 rue Charlemagne 75004 Paris France,Mon8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)Open now,8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)
La Cave du Septime,20,€€ ,Offers TakeoutNo ReservationsNo DeliveryAccepts Credit Cards,01 43 67 14 87,3 rue Basfroi 75011 Paris France,MonClosed,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PMClosed now,4:00 PM - 11:00 PM,5:00 PM - 10:00 PM
Miznon,166,Unclaimed ,Offers TakeoutNo ReservationsNo DeliveryAccepts Credit Cards,01 42 74 83 58,22 rue des Ecouffes 75004 Paris France,Mon12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 4:00 PMClosed now,Closed,12:00 PM - 11:30 PM
Miznon,166,€€ ,Offers TakeoutNo ReservationsNo DeliveryAccepts Credit Cards,01 42 74 83 58,22 rue des Ecouffes 75004 Paris France,Mon12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 4:00 PMClosed now,Closed,12:00 PM - 11:30 PM
L'Auberge Café,34,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 29 01 22,4 rue Bertin Poirée 75001 Paris France,MonClosed,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PMOpen now,9:00 AM - 10:00 PM,Closed
L'Auberge Café,34,€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 29 01 22,4 rue Bertin Poirée 75001 Paris France,MonClosed,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PMOpen now,9:00 AM - 10:00 PM,Closed
Le Comptoir,119,€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 22 61 91,18 avenue René Coty 75014 Paris France,Mon7:00 AM - 1:30 AM (Next day),7:00 AM - 1:30 AM (Next day),7:00 AM - 1:30 AM (Next day),7:00 AM - 1:30 AM (Next day),7:00 AM - 1:30 AM (Next day)Open now,9:00 AM - 1:30 AM (Next day),9:00 AM - 1:00 AM (Next day)
Les Bains - La Salle à Manger,2,Unclaimed ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 42 77 07 07,7 rue du Bourg l'Abbé 75003 Paris France,Mon7:00 AM - 2:00 AM (Next day),7:00 AM - 2:00 AM (Next day),7:00 AM - 2:00 AM (Next day),7:00 AM - 2:00 AM (Next day),7:00 AM - 2:00 AM (Next day)Open now,7:00 AM - 2:00 AM (Next day),7:00 AM - 2:00 AM (Next day)
Les Bains - La Salle à Manger,2,€€€€ ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 42 77 07 07,7 rue du Bourg l'Abbé 75003 Paris France,Mon7:00 AM - 2:00 AM (Next day),7:00 AM - 2:00 AM (Next day),7:00 AM - 2:00 AM (Next day),7:00 AM - 2:00 AM (Next day),7:00 AM - 2:00 AM (Next day)Open now,7:00 AM - 2:00 AM (Next day),7:00 AM - 2:00 AM (Next day)
Essaouira,47,Unclaimed ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 47 27 57 28,16 rue de Magdebourg 75116 Paris France,Mon12:00 PM - 3:00 PM7:30 PM - 11:30 PM,12:00 PM - 3:00 PM7:30 PM - 11:30 PM,12:00 PM - 3:00 PM7:30 PM - 11:30 PM,12:00 PM - 3:00 PM7:30 PM - 11:30 PM,12:00 PM - 3:00 PM7:30 PM - 11:30 PMClosed now,12:00 PM - 3:00 PM7:30 PM - 11:30 PM,12:00 PM - 3:00 PM7:30 PM - 11:30 PM
Essaouira,47,€€ ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 47 27 57 28,16 rue de Magdebourg 75116 Paris France,Mon12:00 PM - 3:00 PM7:30 PM - 11:30 PM,12:00 PM - 3:00 PM7:30 PM - 11:30 PM,12:00 PM - 3:00 PM7:30 PM - 11:30 PM,12:00 PM - 3:00 PM7:30 PM - 11:30 PM,12:00 PM - 3:00 PM7:30 PM - 11:30 PMClosed now,12:00 PM - 3:00 PM7:30 PM - 11:30 PM,12:00 PM - 3:00 PM7:30 PM - 11:30 PM
La Cave Gourmande,336,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 46 06 10 34,96 rue des Martyrs 75018 Paris France,Mon12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PMClosed now,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM
La Cave Gourmande,336,€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 46 06 10 34,96 rue des Martyrs 75018 Paris France,Mon12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PMClosed now,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM
L'Astrance,60,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 40 50 84 40,4 rue Beethoven 75016 Paris France,MonClosed,12:30 PM - 3:00 PM8:30 PM - 9:30 PM,12:30 PM - 3:00 PM8:30 PM - 9:30 PM,12:30 PM - 3:00 PM8:30 PM - 9:30 PM,12:30 PM - 3:00 PM8:30 PM - 9:30 PMClosed now,Closed,Closed
L'Astrance,60,€€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 40 50 84 40,4 rue Beethoven 75016 Paris France,MonClosed,12:30 PM - 3:00 PM8:30 PM - 9:30 PM,12:30 PM - 3:00 PM8:30 PM - 9:30 PM,12:30 PM - 3:00 PM8:30 PM - 9:30 PM,12:30 PM - 3:00 PM8:30 PM - 9:30 PMClosed now,Closed,Closed
Maison Sauvage,43,Unclaimed ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 46 34 26 26,5 rue de Buci 75006 Paris France,Mon8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)Open now,8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)
Maison Sauvage,43,€€ ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 46 34 26 26,5 rue de Buci 75006 Paris France,Mon8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)Open now,8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)
Clown Bar,68,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 43 55 87 35,114 rue Amelot 75011 Paris France,MonClosed,Closed,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMClosed now,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM
Clown Bar,68,€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 43 55 87 35,114 rue Amelot 75011 Paris France,MonClosed,Closed,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMClosed now,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM
Louis,5,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 55 07 86 52,23 rue de la Victoire 75009 Paris France,Mon12:00 PM - 2:00 PM7:30 PM - 10:00 PM,12:00 PM - 2:00 PM7:30 PM - 10:00 PM,12:00 PM - 2:00 PM7:30 PM - 10:00 PM,12:00 PM - 2:00 PM7:30 PM - 10:00 PM,12:00 PM - 2:00 PM7:30 PM - 10:00 PMClosed now,Closed,Closed
Louis,5,€€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 55 07 86 52,23 rue de la Victoire 75009 Paris France,Mon12:00 PM - 2:00 PM7:30 PM - 10:00 PM,12:00 PM - 2:00 PM7:30 PM - 10:00 PM,12:00 PM - 2:00 PM7:30 PM - 10:00 PM,12:00 PM - 2:00 PM7:30 PM - 10:00 PM,12:00 PM - 2:00 PM7:30 PM - 10:00 PMClosed now,Closed,Closed
Breizh Café Le Marais,446,€€ ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 42 72 13 77,109 rue Vieille du Temple 75003 Paris France,Mon10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PMClosed now,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM
Le Bon Georges,47,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 48 78 40 30,45 rue Saint-Georges 75009 Paris France,Mon12:30 PM - 2:30 PM7:30 PM - 10:30 PM,12:30 PM - 2:30 PM7:30 PM - 10:30 PM,12:30 PM - 2:30 PM7:30 PM - 10:30 PM,12:30 PM - 2:30 PM7:30 PM - 10:30 PM,12:30 PM - 2:30 PM7:30 PM - 10:30 PMClosed now,12:30 PM - 2:30 PM7:00 PM - 10:30 PM,12:30 PM - 2:30 PM7:00 PM - 10:00 PM
Cézembre,17,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 38 25 08,17 rue Grégoire de Tours 75006 Paris France,,,,,,,
Cézembre,17,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 38 25 08,17 rue Grégoire de Tours 75006 Paris France,,,,,,,
La Corte,42,Unclaimed ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,01 42 60 45 27,320 rue Saint-Honoré 75001 Paris France,Mon12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PMClosed now,7:30 PM - 10:30 PM,Closed
La Corte,42,€€€ ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,01 42 60 45 27,320 rue Saint-Honoré 75001 Paris France,Mon12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PMClosed now,7:30 PM - 10:30 PM,Closed
Machon d'Henri Le,41,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 29 08 70,8 Rue Guisarde 75006 Paris France,,,,,,,
Machon d'Henri Le,41,€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 29 08 70,8 Rue Guisarde 75006 Paris France,,,,,,,
Le Rigmarole,9,Unclaimed ,TV,01 71 24 58 44,10 rue du Grand Prieuré 75011 Paris France,MonClosed,Closed,7:30 PM - 11:00 PM,7:30 PM - 11:00 PM,7:30 PM - 11:00 PMClosed now,7:30 PM - 11:00 PM,12:00 PM - 9:00 PM
Les Philosophes,335,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 48 87 49 64,28 rue Vieille du Temple 75004 Paris France,Mon9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day)Open now,9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day)
Les Philosophes,335,€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 48 87 49 64,28 rue Vieille du Temple 75004 Paris France,Mon9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day)Open now,9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day)
Chez Monsieur,77,€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 60 14 36,11 rue Chevalier de Saint-George 75008 Paris France,Mon12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PMClosed now,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM
Bistrot Vivienne,66,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 49 27 00 50,4 rue des Petits Champs 75002 Paris France,Mon12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PMClosed now,12:00 PM - 11:00 PM,Closed
Bistrot Vivienne,66,€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 49 27 00 50,4 rue des Petits Champs 75002 Paris France,Mon12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PMClosed now,12:00 PM - 11:00 PM,Closed
Au Pied de Cochon,328,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 40 13 77 00,6 rue Coquillière 75001 Paris France,Mon9:00 AM - 9:00 AM (Next day),9:00 AM - 9:00 AM (Next day),9:00 AM - 9:00 AM (Next day),9:00 AM - 9:00 AM (Next day),9:00 AM - 9:00 AM (Next day)Open now,9:00 AM - 9:00 AM (Next day),9:00 AM - 9:00 AM (Next day)
Café La Colonnade,18,Unclaimed ,Offers TakeoutNo ReservationsAccepts Credit CardsOutdoor Seating,01 42 60 26 11,154 Rue Rivoli 75001 Paris France,,,,,,,
Café La Colonnade,18,€ ,Offers TakeoutNo ReservationsAccepts Credit CardsOutdoor Seating,01 42 60 26 11,154 Rue Rivoli 75001 Paris France,,,,,,,
Jixiao's Buns,7,Unclaimed ,NA,01 42 02 77 37,21 quai des Grands Augustins 75006 Paris France,,,,,,,
Le Cambodge,148,€€ ,Offers TakeoutNo ReservationsNo DeliveryAccepts Credit Cards,01 44 84 37 70,10 avenue Richerand 75010 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PMClosed now,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM
Le Bistrot de Paris,25,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 61 16 83,33 rue de Lille 75007 Paris France,MonClosed,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PMClosed now,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,Closed
IMA,15,€€ ,Offers TakeoutAccepts Credit CardsOutdoor SeatingModerate Noise,01 40 36 41 37,39 quai de Valmy 75010 Paris France,Mon8:30 AM - 5:30 PM,Closed,8:30 AM - 5:30 PM,8:30 AM - 5:30 PM,8:30 AM - 5:30 PMOpen now,8:30 AM - 5:30 PM,8:30 AM - 5:30 PM
Le Café,60,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 40 39 08 00,62 rue Tiquetonne 75002 Paris France,Mon8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)Open now,8:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day)
Le Café,60,€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 40 39 08 00,62 rue Tiquetonne 75002 Paris France,Mon8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)Open now,8:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day)
Le Petit Châtelet,122,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 46 33 53 40,39 rue de la Bûcherie 75005 Paris France,Mon12:00 PM - 3:00 PM7:00 PM - 10:45 PM,12:00 PM - 3:00 PM7:00 PM - 10:45 PM,12:00 PM - 3:00 PM7:00 PM - 10:45 PM,12:00 PM - 3:00 PM7:00 PM - 10:45 PM,12:00 PM - 3:00 PM7:00 PM - 10:45 PMClosed now,12:00 PM - 3:00 PM7:00 PM - 10:45 PM,12:00 PM - 3:00 PM7:00 PM - 10:45 PM
L'Alsacien,67,€€ ,Takes ReservationsOffers TakeoutNo DeliveryVegan Options,01 42 77 64 22,6 rue Saint-Bon 75004 Paris France,Mon12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PMClosed now,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM6:00 PM - 11:30 PM
Khajuraho,14,NA,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 42 73 29 18,14 bd de la Tour Maubourg 75007 Paris France,Mon12:00 PM - 2:00 PM7:00 PM - 11:00 PM,12:00 PM - 2:00 PM7:00 PM - 11:00 PM,12:00 PM - 2:00 PM7:00 PM - 11:00 PM,12:00 PM - 2:00 PM7:00 PM - 11:00 PM,12:00 PM - 2:00 PM7:00 PM - 11:00 PMClosed now,12:00 PM - 2:00 PM7:00 PM - 11:00 PM,Closed
Le Fumoir,309,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 92 00 24,6 rue de l'Amiral de Coligny 75001 Paris France,Mon11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day)Closed now,11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day)
Le Fumoir,309,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 92 00 24,6 rue de l'Amiral de Coligny 75001 Paris France,Mon11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day)Closed now,11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day)
The Hood Paris,36,€€ ,Offers TakeoutNo ReservationsNo DeliveryVegan Options,01 43 57 20 50,80 rue Jean-Pierre Timbaud 75011 Paris France,Mon8:30 AM - 5:00 PM,Closed,Closed,8:30 AM - 5:00 PM,8:30 AM - 5:00 PMOpen now,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM
Taillevent,86,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 44 95 15 01,15 rue Lamenais 75008 Paris France,Mon11:30 AM - 3:00 PM7:00 PM - 11:00 PM,11:30 AM - 3:00 PM7:00 PM - 11:00 PM,11:30 AM - 3:00 PM7:00 PM - 11:00 PM,11:30 AM - 3:00 PM7:00 PM - 11:00 PM,11:30 AM - 3:00 PM7:00 PM - 11:00 PMClosed now,Closed,Closed
Taillevent,86,€€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 44 95 15 01,15 rue Lamenais 75008 Paris France,Mon11:30 AM - 3:00 PM7:00 PM - 11:00 PM,11:30 AM - 3:00 PM7:00 PM - 11:00 PM,11:30 AM - 3:00 PM7:00 PM - 11:00 PM,11:30 AM - 3:00 PM7:00 PM - 11:00 PM,11:30 AM - 3:00 PM7:00 PM - 11:00 PMClosed now,Closed,Closed
Papillon,3,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,Get Directions,8 rue Meissonier 75017 Paris France,,,,,,,
Papillon,3,€€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,Get Directions,8 rue Meissonier 75017 Paris France,,,,,,,
Soon Grill,27,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,Get Directions,78 rue des Tournelles 75003 Paris France,,,,,,,
Soon Grill,27,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,Get Directions,78 rue des Tournelles 75003 Paris France,,,,,,,
Little Breizh,204,Unclaimed ,No ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 54 60 74,11 rue Grégoire de Tours 75006 Paris France,MonClosed,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMClosed now,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,Closed
Little Breizh,204,€€ ,No ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 54 60 74,11 rue Grégoire de Tours 75006 Paris France,MonClosed,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMClosed now,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,Closed
Anticafé,41,€ ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 73 71 72 86,10 rue de Richelieu 75001 Paris France,Mon9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 10:30 PMOpen now,10:00 AM - 9:30 PM,10:00 AM - 9:30 PM
Pierre Sang,145,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 48 07 12 04,55 rue Oberkampf 75011 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMClosed now,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM
Restaurant Véro-Dodat,6,Unclaimed ,No DeliveryNo TakeoutOutdoor SeatingClassy,01 45 08 92 06,19 Galerie Véro-Dodat 75001 Paris France,,,,,,,
Restaurant Véro-Dodat,6,€€ ,No DeliveryNo TakeoutOutdoor SeatingClassy,01 45 08 92 06,19 Galerie Véro-Dodat 75001 Paris France,,,,,,,
Lasserre,52,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 59 67 45,17 ave Franklin D Roosevelt 75008 Paris France,Mon7:00 PM - 10:30 PM,7:00 PM - 10:30 PM,7:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PMClosed now,7:00 PM - 10:30 PM,Closed
Lasserre,52,€€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 59 67 45,17 ave Franklin D Roosevelt 75008 Paris France,Mon7:00 PM - 10:30 PM,7:00 PM - 10:30 PM,7:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PMClosed now,7:00 PM - 10:30 PM,Closed
L'Estrapade,44,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 25 72 58,15 rue de l'Estrapade 75005 Paris France,MonClosed,12:00 PM - 2:00 PM8:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PMClosed now,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,Closed
